Class	Type	Prop	Disabled	Order
BulldozerMarqueeSettings	bool	ConfirmBulldoze		1
BulldozerMarqueeSettings	bool	PruneOnFilterChange		2
BulldozerMarqueeSettings	bool	PlaySfx		3
BulldozerMarqueeSettings	int	SavedFilters		4
CameraDragSettings	ButtonMode	AllowLeftMouseButton		1
CameraDragSettings	ButtonMode	AllowRightMouseButton		2
CameraDragSettings	ButtonMode	AllowMiddleMouseButton		3
CameraDragSettings	float	Sensitivity		4
CameraDragSettings	float	Smoothing		5
CameraFieldOfViewSettings	int	FieldOfView		1
CartoSettings	string	CustomDirectory		1
CartoSettings	IO.NamingFormat	ExportNamingFormat		2
CartoSettings	string	CustomNamingFormat		3
CartoSettings	int	ExportVectorFormat		4
CartoSettings	IO.GeoTiffFormat	ExportGeoTiffFormat		5
CartoSettings	bool	SystemArea		6
CartoSettings	bool	FeatureDistrict		7
CartoSettings	bool	FeatureMapTile		8
CartoSettings	bool	SystemBuilding		9
CartoSettings	bool	FeatureBuilding		10
CartoSettings	bool	FeatureLandfill		11
CartoSettings	bool	FeatureExtractor		12
CartoSettings	bool	SystemNetwork		13
CartoSettings	bool	FeaturePathway		14
CartoSettings	bool	FeatureRoad		15
CartoSettings	bool	FeatureRunwayAndTaxiway		16
CartoSettings	bool	FeatureWaterway		17
CartoSettings	bool	FeatureTrack		18
CartoSettings	bool	SystemPOI		19
CartoSettings	bool	FeaturePOIPrivate		20
CartoSettings	bool	FeaturePOIPublic		21
CartoSettings	bool	FeaturePOITransport		22
CartoSettings	bool	FeaturePOIUtility		23
CartoSettings	bool	SystemRoute		24
CartoSettings	bool	FeatureRouteCargo		25
CartoSettings	bool	FeatureRoutePassenger		26
CartoSettings	bool	SystemZoning		27
CartoSettings	bool	FeatureTerrain		28
CartoSettings	bool	FeatureWater		29
CartoSettings	int	PropertiesSystemSelector		30
CartoSettings	bool	GeometryBoundaryArea		31
CartoSettings	bool	GeometryBoundaryBuilding		32
CartoSettings	bool	GeometryBoundaryNetwork		33
CartoSettings	bool	GeometryBoundaryZoning		34
CartoSettings	bool	GeometryCenterlineNetwork		35
CartoSettings	bool	GeometryCenterlineRoute		36
CartoSettings	bool	GeometryLocationPOI		37
CartoSettings	bool	GeometryDepthWater		38
CartoSettings	bool	GeometryElevationTerrain		39
CartoSettings	bool	GeometryWorldDepthWater		40
CartoSettings	bool	GeometryWorldElevationTerrain		41
CartoSettings	bool	PropertyNameArea		42
CartoSettings	bool	PropertyNameBuilding		43
CartoSettings	bool	PropertyNameNetwork		44
CartoSettings	bool	PropertyNamePOI		45
CartoSettings	bool	PropertyNameRoute		46
CartoSettings	bool	PropertyNameZoning		47
CartoSettings	bool	PropertyAddressBuilding		48
CartoSettings	bool	PropertyAddressPOI		49
CartoSettings	bool	PropertyAgeArea		50
CartoSettings	bool	PropertyAgeBuilding		51
CartoSettings	bool	PropertyAreaArea		52
CartoSettings	bool	PropertyAssetBuilding		53
CartoSettings	bool	PropertyAssetNetwork		54
CartoSettings	bool	PropertyBrandBuilding		55
CartoSettings	bool	PropertyCategoryBuilding		56
CartoSettings	bool	PropertyCategoryNetwork		57
CartoSettings	bool	PropertyCategoryPOI		58
CartoSettings	bool	PropertyColorRoute		59
CartoSettings	bool	PropertyColorZoning		60
CartoSettings	bool	PropertyCompanyArea		61
CartoSettings	bool	PropertyDensityZoning		62
CartoSettings	bool	PropertyDirectionNetwork		63
CartoSettings	bool	PropertyElevationBuilding		64
CartoSettings	bool	PropertyElevationNetwork		65
CartoSettings	bool	PropertyEmployeeArea		66
CartoSettings	bool	PropertyEmployeeBuilding		67
CartoSettings	bool	PropertyFormNetwork		68
CartoSettings	bool	PropertyHouseholdArea		69
CartoSettings	bool	PropertyHouseholdBuilding		70
CartoSettings	bool	PropertyLaborArea		71
CartoSettings	bool	PropertyLaborBuilding		72
CartoSettings	bool	PropertyLaneNetwork		73
CartoSettings	bool	PropertyLengthNetwork		74
CartoSettings	bool	PropertyLengthRoute		75
CartoSettings	bool	PropertyLevelBuilding		76
CartoSettings	bool	PropertyLimitNetwork		77
CartoSettings	bool	PropertyModelRoute		78
CartoSettings	bool	PropertyObjectArea		79
CartoSettings	bool	PropertyObjectBuilding		80
CartoSettings	bool	PropertyObjectNetwork		81
CartoSettings	bool	PropertyObjectPOI		82
CartoSettings	bool	PropertyObjectRoute		83
CartoSettings	bool	PropertyObjectZoning		84
CartoSettings	bool	PropertyPassengerRoute		85
CartoSettings	bool	PropertyProductBuilding		86
CartoSettings	bool	PropertyProfitArea		87
CartoSettings	bool	PropertyProfitBuilding		88
CartoSettings	bool	PropertyResidentArea		89
CartoSettings	bool	PropertyResidentBuilding		90
CartoSettings	bool	PropertyRouteRoute		91
CartoSettings	bool	PropertySexRatioArea		92
CartoSettings	bool	PropertySexRatioBuilding		93
CartoSettings	bool	PropertyStopRoute		94
CartoSettings	bool	PropertyThemeBuilding		95
CartoSettings	bool	PropertyThemeZoning		96
CartoSettings	bool	PropertyTransportRoute		97
CartoSettings	bool	PropertyUnlockedArea		98
CartoSettings	bool	PropertyUsageRoute		99
CartoSettings	bool	PropertyVehicleRoute		100
CartoSettings	bool	PropertyVolumeNetwork		101
CartoSettings	bool	PropertyWageArea		102
CartoSettings	bool	PropertyWageBuilding		103
CartoSettings	bool	PropertyWeightRoute		104
CartoSettings	bool	PropertyWidthNetwork		105
CartoSettings	bool	PropertyZoneBuilding		106
CartoSettings	bool	PropertyZoningBuilding		107
CartoSettings	bool	PropertyZoningZoning		108
CartoSettings	IO.CRS	SourceCRS		109
CartoSettings	string	SourceXCoord		110
CartoSettings	string	SourceYCoord		111
CartoSettings	Geodata.Hemisphere	SourceHemisphere		112
CartoSettings	string	SourceUTMZone		113
CartoSettings	IO.Ellipsoid	SourceEllipsoid		114
CartoSettings	string	SourceEllipsoidSemiMajorAxis		115
CartoSettings	string	SourceEllipsoidInverseFlattening		116
CartoSettings	string	SourceCRSOriginLongitude		117
CartoSettings	string	SourceCRSOriginLatitude		118
CartoSettings	string	SourceCRSFalseEasting		119
CartoSettings	string	SourceCRSFalseNorthing		120
CartoSettings	string	SourceCRSScaleFactor		121
CartoSettings	string	SourceCRSTransform		122
CartoSettings	bool	OutputElevation		123
CartoSettings	bool	OutputMinimizedGeoJSON		124
CartoSettings	bool	PlayCompletionSound		125
CartoSettings	bool	ShowCompletionDialog		126
CartoSettings	bool	GeometryInactiveRoute		127
CartoSettings	bool	GeometrySeparateServiceUpgrade		128
CartoSettings	bool	GeometryUnzoned		129
CartoSettings	bool	PropertyGeneralMapTileStatistics		130
CartoSettings	bool	PropertyGeneralHomeless		131
CartoSettings	IO.Display	PropertyCategoryBuildingDisplayMode		132
CartoSettings	IO.Display	PropertyCategoryNetworkDisplayMode		133
CartoSettings	IO.Display	PropertyCategoryPOIDisplayMode		134
CartoSettings	IO.RoadClassification	PropertyCategoryRoadClassification		135
CartoSettings	bool	PropertyColorZcc		136
CartoSettings	bool	PropertyPassengerPet		137
CartoSettings	bool	PropertyResidentSeparateBySex		138
CartoSettings	bool	PropertyRouteXtm		139
CartoSettings	bool	PropertyThemeAssetPack		140
CartoSettings	bool	PropertyWageTaxable		141
CartoSettings	IO.Display	PropertyZoningDisplayMode		142
CemeteryOverflowManagerSettings	bool	EnableMod		1
CemeteryOverflowManagerSettings	bool	EnableSoftScaling		2
CemeteryOverflowManagerSettings	int	BacklogThreshold		3
CemeteryOverflowManagerSettings	int	ScaleFactor		4
CemeteryOverflowManagerSettings	bool	EnableHardCleanup		5
CemeteryOverflowManagerSettings	int	CleanupGraceDays		6
CemeteryOverflowManagerSettings	int	SweepsPerDay		7
ChirpGPTSettings	string	MistralAPIkeyEncrypted	TRUE	1
ChirpGPTSettings	string	GoogleaiAPIkeyEncrypted	TRUE	2
ChirpGPTSettings	int	FrequencySlider		3
ChirpGPTSettings	int	CacheSlider		4
ChirpGPTSettings	int	UsesSlider		5
ChirpGPTSettings	CompletionProviderEnum	EnumDropdown		6
ChirpGPTSettings	OptionFrequency	SelfAware		7
ChirpGPTSettings	OptionFrequency	Cursing		8
ChirpGPTSettings	OptionFrequency	Hashtags		9
ChirpGPTSettings	string	Keywords		10
ChirpGPTSettings	string	MistralAPIKey	TRUE	11
ChirpGPTSettings	string	GoogleaiAPIKey	TRUE	12
CimRouteHighlighterSettings	bool	highlightRoutes	TRUE	1
CimRouteHighlighterSettings	bool	highlightWorkplaces		2
CimRouteHighlighterSettings	bool	highlightEmployeeResidences		3
CimRouteHighlighterSettings	bool	highlightEmployeeCommuters		4
CimRouteHighlighterSettings	bool	highlightStudentResidences		5
CimRouteHighlighterSettings	bool	highlightDestinations		6
CimRouteHighlighterSettings	bool	showToolIconsInUI		7
CimRouteHighlighterSettings	float	vehicleRouteWidth		8
CimRouteHighlighterSettings	float	pedestrianRouteWidth		9
CimRouteHighlighterSettings	float	routeOpacity		10
CimRouteHighlighterSettings	float	routeOpacityMultilier		11
CimRouteHighlighterSettings	int	threadBatchSize		12
CimRouteHighlighterSettings	bool	highlightSelected		13
CimRouteHighlighterSettings	bool	incomingRoutes		14
CimRouteHighlighterSettings	bool	incomingRoutesTransit		15
CimRouteHighlighterSettings	bool	highlightSelectedTransitVehiclePassengerRoutes		16
CimRouteHighlighterSettings	bool	showCountsOnInfoPanel		17
CimRouteHighlighterSettings	ProxyBinding	toggleAllBinding		18
CimRouteHighlighterSettings	ProxyBinding	toggleRouteToolBinding		19
CimRouteHighlighterSettings	ProxyBinding	toggleBuildingsBinding		20
CimRouteHighlighterSettings	ProxyBinding	togglePathDisplayBinding		21
CitizenCleanerSettings	bool	IncludeCorrupt		1
CitizenCleanerSettings	bool	IncludeMovingAwayNoPR		2
CitizenCleanerSettings	bool	IncludeCommuters		3
CitizenCleanerSettings	bool	IncludeHomeless		4
CitizenModelManagerSettings	int	SetVersion	TRUE	1
CitizenModelManagerSettings	string	Child_Female_Warm		2
CitizenModelManagerSettings	string	Child_Male_Warm		3
CitizenModelManagerSettings	string	Child_Female_Cold		4
CitizenModelManagerSettings	string	Child_Male_Cold		5
CitizenModelManagerSettings	string	Teen_Female_Warm		6
CitizenModelManagerSettings	string	Teen_Male_Warm		7
CitizenModelManagerSettings	string	Teen_Female_Cold		8
CitizenModelManagerSettings	string	Teen_Male_Cold		9
CitizenModelManagerSettings	string	Adult_Female_Warm		10
CitizenModelManagerSettings	string	Adult_Male_Warm		11
CitizenModelManagerSettings	string	Adult_Female_Cold		12
CitizenModelManagerSettings	string	Adult_Male_Cold		13
CitizenModelManagerSettings	string	Adult_Female_Homeless		14
CitizenModelManagerSettings	string	Adult_Male_Homeless		15
CitizenModelManagerSettings	string	Elderly_Female_Warm		16
CitizenModelManagerSettings	string	Elderly_Male_Warm		17
CitizenModelManagerSettings	string	Elderly_Female_Cold		18
CitizenModelManagerSettings	string	Elderly_Male_Cold		19
CitizenModelManagerSettings	string	Elderly_Female_Homeless		20
CitizenModelManagerSettings	string	Elderly_Male_Homeless		21
CityControllerSettings	bool	AchievementsEnabled		1
CityControllerSettings	int	ManualMoneyAmount		2
CityControllerSettings	bool	AutomaticAddMoney		3
CityControllerSettings	int	AutomaticAddMoneyThreshold		4
CityControllerSettings	int	AutomaticAddMoneyAmount		5
CityControllerSettings	int	InitialMoney		6
CityControllerSettings	bool	CustomMilestone		7
CityControllerSettings	int	MilestoneLevel		8
CityControllerSettings	ProxyBinding	DebugKeyboardBinding		9
CityControllerSettings	ProxyBinding	AddMoneyKeyboardBinding		10
CityControllerSettings	ProxyBinding	SubtractMoneyKeyboardBinding		11
CityControllerSettings	NotificationSetting	Notification	TRUE	12
CityControllerSettings	class	NotificationSetting	TRUE	13
CityControllerSettings	bool	ElectricityElectricityNotification	TRUE	14
CityControllerSettings	bool	ElectricityBottleneckNotification	TRUE	15
CityControllerSettings	bool	ElectricityBuildingBottleneckNotification	TRUE	16
CityControllerSettings	bool	ElectricityNotEnoughProductionNotification	TRUE	17
CityControllerSettings	bool	ElectricityTransformerNotification	TRUE	18
CityControllerSettings	bool	ElectricityNotEnoughConnectedNotification	TRUE	19
CityControllerSettings	bool	ElectricityBatteryEmptyNotification	TRUE	20
CityControllerSettings	bool	ElectricityLowVoltageNotConnected	TRUE	21
CityControllerSettings	bool	ElectricityHighVoltageNotConnected	TRUE	22
CityControllerSettings	bool	WaterPipeWaterNotification	TRUE	23
CityControllerSettings	bool	WaterPipeDirtyWaterNotification	TRUE	24
CityControllerSettings	bool	WaterPipeSewageNotification	TRUE	25
CityControllerSettings	bool	WaterPipeWaterPipeNotConnectedNotification	TRUE	26
CityControllerSettings	bool	WaterPipeSewagePipeNotConnectedNotification	TRUE	27
CityControllerSettings	bool	WaterPipeNotEnoughWaterCapacityNotification	TRUE	28
CityControllerSettings	bool	WaterPipeNotEnoughSewageCapacityNotification	TRUE	29
CityControllerSettings	bool	WaterPipeNotEnoughGroundwaterNotification	TRUE	30
CityControllerSettings	bool	WaterPipeNotEnoughSurfaceWaterNotification	TRUE	31
CityControllerSettings	bool	WaterPipeDirtyWaterPumpNotification	TRUE	32
CityControllerSettings	bool	BuildingAbandonedCollapsedNotification	TRUE	33
CityControllerSettings	bool	BuildingAbandonedNotification	TRUE	34
CityControllerSettings	bool	BuildingCondemnedNotification	TRUE	35
CityControllerSettings	bool	BuildingTurnedOffNotification	TRUE	36
CityControllerSettings	bool	BuildingHighRentNotification	TRUE	37
CityControllerSettings	bool	TrafficBottleneckNotification	TRUE	38
CityControllerSettings	bool	TrafficDeadEndNotification	TRUE	39
CityControllerSettings	bool	TrafficRoadConnectionNotification	TRUE	40
CityControllerSettings	bool	TrafficTrackConnectionNotification	TRUE	41
CityControllerSettings	bool	TrafficCarConnectionNotification	TRUE	42
CityControllerSettings	bool	TrafficShipConnectionNotification	TRUE	43
CityControllerSettings	bool	TrafficTrainConnectionNotification	TRUE	44
CityControllerSettings	bool	TrafficPedestrianConnectionNotification	TRUE	45
CityControllerSettings	bool	CompanyNoInputsNotification	TRUE	46
CityControllerSettings	bool	CompanyNoCustomersNotification	TRUE	47
CityControllerSettings	bool	WorkProviderUneducatedNotification	TRUE	48
CityControllerSettings	bool	WorkProviderEducatedNotification	TRUE	49
CityControllerSettings	bool	DisasterWeatherDamageNotification	TRUE	50
CityControllerSettings	bool	DisasterWeatherDestroyedNotification	TRUE	51
CityControllerSettings	bool	DisasterWaterDamageNotification	TRUE	52
CityControllerSettings	bool	DisasterWaterDestroyedNotification	TRUE	53
CityControllerSettings	bool	DisasterDestroyedNotification	TRUE	54
CityControllerSettings	bool	FireFireNotification	TRUE	55
CityControllerSettings	bool	FireBurnedDownNotification	TRUE	56
CityControllerSettings	bool	GarbageGarbageNotification	TRUE	57
CityControllerSettings	bool	GarbageFacilityFullNotification	TRUE	58
CityControllerSettings	bool	HealthcareAmbulanceNotification	TRUE	59
CityControllerSettings	bool	HealthcareHearseNotification	TRUE	60
CityControllerSettings	bool	HealthcareFacilityFullNotification	TRUE	61
CityControllerSettings	bool	PoliceTrafficAccidentNotification	TRUE	62
CityControllerSettings	bool	PoliceCrimeSceneNotification	TRUE	63
CityControllerSettings	bool	PollutionAirPollutionNotification	TRUE	64
CityControllerSettings	bool	PollutionNoisePollutionNotification	TRUE	65
CityControllerSettings	bool	PollutionGroundPollutionNotification	TRUE	66
CityControllerSettings	bool	ResourceConsumerNoResourceNotification	TRUE	67
CityControllerSettings	bool	RoutePathfindNotification	TRUE	68
CityControllerSettings	bool	TransportLineVehicleNotification	TRUE	69
CityMonitorSettings	string	UiState		1
CityMonitorSettings	string	HiddenIcons		2
CityMonitorSettings	string	IconOrder		3
CityMonitorSettings	bool	ShowPanel		4
CityMonitorSettings	bool	CompactValues		5
CityMonitorSettings	bool	ShowLabels		6
CityMonitorSettings	bool	IconOnlyMode		7
CityMonitorSettings	IconBarOrientation	IconOrientation		8
CityMonitorSettings	bool	IconPositionLocked	TRUE	9
CityMonitorSettings	bool	IconVisibilityEditMode		10
CityMonitorSettings	int	IconBackgroundTransparency		11
CityMonitorSettings	int	IconSize		12
CityMonitorSettings	int	IconGap		13
CityMonitorSettings	float	UpdateIntervalSeconds		14
CityServiceCapacityAdjusterSettings	int	CargoTruckSlider		1
CityServiceCapacityAdjusterSettings	int	PostSortingSlider		2
CityServiceCapacityAdjusterSettings	bool	FixMailOverflow		3
CityServiceCapacityAdjusterSettings	int	GarbageTruckCapacitySlider		4
CityServiceCapacityAdjusterSettings	float	DepotCapacityBusSlider		5
CityServiceCapacityAdjusterSettings	float	DepotCapacityTaxiSlider		6
CityServiceCapacityAdjusterSettings	float	DepotCapacityTramSlider		7
CityServiceCapacityAdjusterSettings	float	DepotCapacityTrainSlider		8
CityServiceCapacityAdjusterSettings	float	DepotCapacitySubwaySlider		9
CityServiceCapacityAdjusterSettings	float	PeopleCapacityBusSlider		10
CityServiceCapacityAdjusterSettings	float	PeopleCapacityTaxiSlider		11
CityServiceCapacityAdjusterSettings	float	PeopleCapacityTramSlider		12
CityServiceCapacityAdjusterSettings	float	PeopleCapacityTrainSlider		13
CityServiceCapacityAdjusterSettings	float	PeopleCapacitySubwaySlider		14
CityServiceCapacityAdjusterSettings	float	PeopleCapacityAirplaneSlider		15
CityServiceCapacityAdjusterSettings	float	PeopleCapacityShipSlider		16
CityServiceCapacityAdjusterSettings	float	CrematoriumSpeedSlider		17
CityServiceCapacityAdjusterSettings	float	CrematoriumCapcitySlider		18
CityServiceCapacityAdjusterSettings	float	CrematoriumHearseSlider		19
CityServiceCapacityAdjusterSettings	float	ElementrySchoolSlider		20
CityServiceCapacityAdjusterSettings	float	HighSchoolSlider		21
CityServiceCapacityAdjusterSettings	float	CollegeSlider		22
CityServiceCapacityAdjusterSettings	float	UniversitySlider		23
CityServiceCapacityAdjusterSettings	int	PedestrianCrosswalkReduction		24
CityServiceCapacityAdjusterSettings	int	CarForbiddenCostSlider		25
CityServiceCapacityAdjusterSettings	int	CarLaneCrossCostSlider		26
CityServiceCapacityAdjusterSettings	int	CarUnsafeTurningCostSlider		27
CityServiceCapacityAdjusterSettings	int	CarUnsafeUTurnCostSlider		28
CityServiceCapacityAdjusterSettings	int	CarUTurnCostSlider		29
CitySoundsSettings	string	LevelCrossingSound		1
CitySoundsSettings	string	FireAlarmSound		2
CitySoundsSettings	string	TrainBrakingSound		3
CitySoundsSettings	int	LevelCrossingVolume		4
CitySoundsSettings	int	FireAlarmVolume		5
CitySoundsSettings	int	TrainDoorVolume		6
CitySoundsSettings	int	TrainBrakingVolume		7
CitySoundsSettings	int	CarHornVolume		8
CitySoundsSettings	int	WindTurbineVolume		9
CityStatsSettings	bool	PanelOpenOnLoad		1
CityStatsSettings	bool	ModButtonVisible		2
CityStatsSettings	StatsPanelOrientation	PanelOrientation		3
CityStatsSettings	bool	PanelShowSectionDividers		4
CityStatsSettings	float2	PanelPosition	TRUE	5
CityStatsSettings	ProxyBinding	TogglePanelBinding		6
CityWatchdogSettings	bool	ShowUsage		1
CityWatchdogSettings	bool	PanelButtonsOnlyStart		2
CityWatchdogSettings	int	MainPanelOpacity		3
CityWatchdogSettings	bool	InterfaceScaling		4
CityWatchdogSettings	bool	DisableCwdTooltips		5
CityWatchdogSettings	ProxyBinding	ToggleNotificationPanelKeyboardBinding		6
CityWatchdogSettings	ProxyBinding	ToggleNotificationsKeyboardBinding		7
CityWatchdogSettings	ProxyBinding	ToggleRoadNamesKeyboardBinding		8
CityWatchdogSettings	ProxyBinding	ToggleAllTooltipsKeyboardBinding		9
CityWatchdogSettings	bool	HideRoadNames		10
CityWatchdogSettings	bool	HideDistrictNames		11
CityWatchdogSettings	bool	ShowRoadArrows		12
CityWatchdogSettings	int	PanelPositionX	TRUE	13
CityWatchdogSettings	int	PanelPositionY	TRUE	14
CityWatchdogSettings	int	EditorQuickControlsPositionX	TRUE	15
CityWatchdogSettings	int	EditorQuickControlsPositionY	TRUE	16
CityWatchdogSettings	int	PanelCollapsedSectionsMask		17
CityWatchdogSettings	int	PanelSortMode		18
CityWatchdogSettings	bool	MiniHudEnabled		19
CityWatchdogSettings	int	MiniHudMode		20
CityWatchdogSettings	int	MiniHudItemCount		21
CityWatchdogSettings	bool	MiniHudHideZero		22
